Device_id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,2,10,66,Add_ce3d1ff8ba23a0bcb292da3577c1625d_high_performance_223000000,Add,static,AI_VECTOR_CORE,1774076409103510.340	,1.620,0.000000,1,0,NO,"""1024;""",DT_BF16;DT_BF16,ND;ND,"""1024""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048,1729,0.099,0.095,0.368,0.352,0.346,0.33,0.138,0.131,0.162,0.000
0,2,11,66,AddRmsNormBias_352d2859a07d64c080e8dfc836d9897f_33,AddRmsNormBias,static,AI_VECTOR_CORE,1774076409103512.000	,2.140,0.130000,1,0,NO,"""1,1024;1,1024;1024;""",DT_BF16;DT_BF16;DT_BF16;DT_UNDEFINED,ND;ND;ND;NULL,"""1,1024;1,1;1,1024""",DT_BF16;FLOAT;DT_BF16,ND;ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.603,2645,0.476,0.297,0.826,0.515,0.395,0.247,0.408,0.255,0.167,0.000
0,2,12,66,MatMulV2_ND_ND_FP16_FP16_false_true_all_98499,MatMulV2,static,AI_CORE,1774076409103514.160	,29.620,0.110000,16,0,NO,"""1,1024;8192,1024""",DT_BF16;DT_BF16,ND;ND,"""1,8192""",DT_BF16,ND,N/A,26.717,705332,2.075,0.078,7.646,0.286,5.972,0.224,21.093,0.789,0.302,0.011,0.018,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.160
0,2,13,66,MatMulV2_ND_ND_FP16_FP16_false_true_all_98513,MatMulV2,static,AI_CORE,1774076409103543.820	,3.200,0.000000,2,0,NO,"""1,1024;32,1024""",DT_BF16;DT_BF16,ND;ND,"""1,32""",DT_BF16,ND,N/A,2.644,8725,0.285,0.108,2.436,0.921,0.39,0.148,1.032,0.39,0.173,0.065,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.262
0,2,16,66,ZerosLike_1c4543fdfe7149b6b0717bd88f061562_high_performance_210000000,ZerosLike,static,AI_VECTOR_CORE,1774076409103548.180	,1.420,1.300000,2,0,NO,"""1,16,128""",DT_BF16,NCL,"""1,16,128""",DT_BF16,NCL,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789,2605,0.06,0.076,0.238,0.302,0.001,0.002,0.143,0.181,0.205,0.000
0,4294967295,4483,47,aclnnInplaceCopy_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1774076409103860.020	,16.680,310.330000,40,0,NO,"""6144,4;2""",DT_BF16;INT64,ND;ND,"""4,6144""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.456,756075,0.067,0.006,2.781,0.243,4.791,0.418,0.293,0.026,0.097,0.000
0,4294967295,4484,47,_causal_conv1d_update_kernel_npu_tiled,_causal_conv1d_update_kernel_npu_tiled,static,AI_VECTOR_CORE,1774076409104390.060	,7.900,513.320000,12,0,YES,"""1,1,6144;4,6144;2045,3,6144;1""",DT_BF16;DT_BF16;INT8;DT_BF16,ND;ND;ND;ND,"""2045,3,6144""",INT8,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.249,123737,0.417,0.067,1.911,0.306,1.965,0.314,0.522,0.084,0.195,0.000
0,4294967295,4485,47,fused_sigmoid_gating_delta_rule_update_kernel,fused_sigmoid_gating_delta_rule_update_kernel,static,AI_VECTOR_CORE,1774076409105239.460	,11.060,841.600000,32,0,YES,"""16;1,16;16;1,1,16,128;1,1,16,128""",DT_BF16;DT_BF16;DT_BF16;DT_BF16;3213409536,ND;ND;ND;ND;ND,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.399,443467,1.858,0.221,3.286,0.391,1.988,0.237,0.632,0.075,0.049,0.000
0,4294967295,4487,47,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1774076409105735.440	,1.460,484.940000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.887,1464,0.053,0.06,0.421,0.475,0.126,0.142,0.119,0.134,0.205,0.000
0,4294967295,4488,47,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1774076409105777.740	,1.360,40.790000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878,1449,0.053,0.061,0.402,0.458,0.115,0.131,0.144,0.164,0.179,0.000
0,4294967295,3,65,_layer_norm_fwd_1pass_kernel_npu_0,_layer_norm_fwd_1pass_kernel_npu_0,N/A,AI_VECTOR_CORE,1774076409105845.320	,6.780,66.140000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10388,0.0,0.415,0.0,0.44,0.0,0.12,0.0,0.04,0.077,0.000
0,1,4,65,MatMulV2_ND_ND_FP16_FP16_false_true_all_98513,MatMulV2,static,AI_CORE,1774076409105852.120	,12.220,0.000000,16,0,NO,"""1,2048;1024,2048""",DT_BF16;DT_BF16,ND;ND,"""1,1024""",DT_BF16,ND,N/A,10.019,264498,0.916,0.091,4.88,0.487,1.847,0.184,4.466,0.446,0.132,0.013,0.043,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.590
0,1,5,65,Add_ce3d1ff8ba23a0bcb292da3577c1625d_high_performance_223000000,Add,static,AI_VECTOR_CORE,1774076409105864.360	,1.560,0.030000,1,0,NO,"""1024;""",DT_BF16;DT_BF16,ND;ND,"""1024""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.061,1751,0.099,0.094,0.384,0.362,0.349,0.329,0.14,0.132,0.167,0.000
0,1,6,65,AddRmsNormBias_352d2859a07d64c080e8dfc836d9897f_33,AddRmsNormBias,static,AI_VECTOR_CORE,1774076409105865.960	,2.020,0.190000,1,0,NO,"""1,1024;1,1024;1024;""",DT_BF16;DT_BF16;DT_BF16;DT_UNDEFINED,ND;ND;ND;NULL,"""1,1024;1,1;1,1024""",DT_BF16;FLOAT;DT_BF16,ND;ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533,2529,0.476,0.31,0.788,0.514,0.346,0.226,0.402,0.262,0.196,0.000
0,1,7,65,MatMulV2_ND_ND_FP16_FP16_false_true_all_98513,MatMulV2,static,AI_CORE,1774076409105868.000	,25.040,0.000000,19,0,NO,"""1,1024;7168,1024""",DT_BF16;DT_BF16,ND;ND,"""1,7168""",DT_BF16,ND,N/A,23.343,731790,1.529,0.066,7.182,0.308,4.603,0.197,20.387,0.873,0.46,0.02,0.006,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.560
0,1,8,65,SwiGlu_3_high_performance_27,SwiGlu,static,AI_VECTOR_CORE,1774076409105893.060	,3.380,0.000000,1,0,NO,"""1,7168""",DT_BF16,ND,"""1,3584""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.836,4679,0.618,0.218,1.752,0.618,0.537,0.189,0.154,0.054,0.192,0.000
0,1,9,65,MatMulV2_ND_ND_FP16_FP16_false_true_all_98513,MatMulV2,static,AI_CORE,1774076409105896.460	,14.520,0.120000,16,0,NO,"""1,3584;1024,3584""",DT_BF16;DT_BF16,ND;ND,"""1,1024""",DT_BF16,ND,N/A,12.854,339350,1.607,0.125,7.733,0.602,3.276,0.255,10.289,0.8,0.149,0.012,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.822
0,1,10,65,Add_ce3d1ff8ba23a0bcb292da3577c1625d_high_performance_223000000,Add,static,AI_VECTOR_CORE,1774076409105911.020	,1.760,0.000000,1,0,NO,"""1024;""",DT_BF16;DT_BF16,ND;ND,"""1024""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.223,2018,0.099,0.081,0.406,0.332,0.356,0.291,0.143,0.117,0.178,0.000
0,1,11,65,AddRmsNormBias_352d2859a07d64c080e8dfc836d9897f_33,AddRmsNormBias,static,AI_VECTOR_CORE,1774076409105912.800	,2.200,0.000000,1,0,NO,"""1,1024;1,1024;1024;""",DT_BF16;DT_BF16;DT_BF16;DT_UNDEFINED,ND;ND;ND;NULL,"""1,1024;1,1;1,1024""",DT_BF16;FLOAT;DT_BF16,ND;ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.643,2711,0.476,0.29,0.878,0.534,0.474,0.288,0.399,0.243,0.17,0.000
0,1,12,65,MatMulV2_ND_ND_FP16_FP16_false_true_all_98499,MatMulV2,static,AI_CORE,1774076409105915.020	,23.380,0.050000,20,0,NO,"""1,1024;5120,1024""",DT_BF16;DT_BF16,ND;ND,"""1,5120""",DT_BF16,ND,N/A,21.317,703465,1.038,0.049,4.323,0.203,2.931,0.138,13.738,0.644,0.143,0.007,0.031,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.177
0,1,13,65,Slice_ee29dafe4fe21e12bb8d56ae91626cba_high_performance_524000000,Slice,static,AI_VECTOR_CORE,1774076409105938.420	,3.000,0.120000,8,0,NO,"""10,512;2;2""",DT_BF16;INT64;INT64,NCL;ND;ND,"""8,256""",DT_BF16,NCL,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.811,23899,0.008,0.005,0.355,0.196,0.109,0.06,0.133,0.074,0.225,0.000
0,1,14,65,Slice_ee29dafe4fe21e12bb8d56ae91626cba_high_performance_524000000,Slice,static,AI_VECTOR_CORE,1774076409105941.440	,3.220,0.000000,8,0,NO,"""10,512;2;2""",DT_BF16;INT64;INT64,NCL;ND;ND,"""8,256""",DT_BF16,NCL,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188,28878,0.008,0.004,1.088,0.497,0.111,0.051,0.127,0.058,0.224,0.000
0,1,15,65,GemmaRmsNorm_3f68f4a3c27727c75887c7423ff14492_high_performance_0,GemmaRmsNorm,static,AI_VECTOR_CORE,1774076409105944.700	,5.980,0.030000,8,0,NO,"""1,8,256;256""",DT_BF16;DT_BF16,ND;ND,"""1,8,256;1,8,1""",DT_BF16;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.812,63519,0.192,0.04,1.637,0.34,0.396,0.082,0.149,0.031,0.147,0.000
0,1,16,65,GemmaRmsNorm_3f68f4a3c27727c75887c7423ff14492_high_performance_0,GemmaRmsNorm,static,AI_VECTOR_CORE,1774076409105950.700	,3.300,0.020000,2,0,NO,"""1,2,256;256""",DT_BF16;DT_BF16,ND;ND,"""1,2,256;1,2,1""",DT_BF16;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.666,8797,0.191,0.072,1.574,0.59,0.417,0.156,0.127,0.048,0.143,0.000
0,1,17,65,Slice_a32d70ed63082227463347a44bd5a08e_high_performance_521000000,Slice,static,AI_VECTOR_CORE,1774076409105954.020	,2.280,0.000000,1,0,NO,"""3,2051;2;2""",INT64;INT64;INT64,ND;ND;ND,"""3,1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2887,0.139,0.079,0.632,0.361,0.219,0.125,0.213,0.122,0.2,0.000
0,1,18,65,Index_a7e7fa9f313f9a468c695a54d71a5d56_high_performance__kernel0,Index,static,AI_VECTOR_CORE,1774076409105956.320	,9.920,0.000000,40,0,NO,"""1048576,64;1;3;3,1""",DT_BF16;INT64;INT64;INT64,ND;ND;ND;ND,"""3,1,64""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.072,466770,0.008,0.001,0.275,0.039,0.125,0.018,0.009,0.001,0.333,0.000
0,1,19,65,Slice_ee29dafe4fe21e12bb8d56ae91626cba_high_performance_524000000,Slice,static,AI_VECTOR_CORE,1774076409105966.260	,1.760,0.080000,3,0,NO,"""3,64;2;2""",DT_BF16;INT64;INT64,NCL;ND;ND,"""3,32""",DT_BF16,NCL,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024,5071,0.008,0.008,0.377,0.368,0.096,0.094,0.126,0.123,0.214,0.000
0,1,20,65,Slice_ee29dafe4fe21e12bb8d56ae91626cba_high_performance_524000000,Slice,static,AI_VECTOR_CORE,1774076409105968.040	,1.860,0.000000,3,0,NO,"""3,64;2;2""",DT_BF16;INT64;INT64,NCL;ND;ND,"""3,32""",DT_BF16,NCL,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131,5596,0.008,0.008,0.545,0.482,0.093,0.082,0.106,0.094,0.208,0.000
0,4294967295,23,65,_triton_mrope_forward_2,_triton_mrope_forward_2,N/A,AI_VECTOR_CORE,1774076409105971.100	,10.420,1.140000,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16442,0.0,0.094,0.0,0.742,0.0,0.113,0.0,0.049,0.029,0.000
0,4294967295,4491,47,ReshapeAndCacheNdKernel,ReshapeAndCacheNdKernel,dynamic,AI_VECTOR_CORE,1774076409106206.280	,2.580,224.830000,1,0,NO,"""1,2,256;1,2,256;16360,128,2,256;16360,128,2,256;1""",DT_BF16;DT_BF16;DT_BF16;DT_BF16;INT32,ND;ND;ND;ND;ND,"""16360,128,2,256;16360,128,2,256""",DT_BF16;DT_BF16,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3465,0.017,0.008,0.928,0.442,0.241,0.115,0.641,0.305,0.207,0.000
0,4294967295,4492,47,FusedInferAttentionScore,FusedInferAttentionScore,dynamic,MIX_AIC,1774076409106530.180	,18.580,321.420000,20,40,NO,"""1,8,256;16360,128,512;16360,128,512;;2048,2048;1;1;;;;;;;;1,32;;;;;;;;;;;;;;;;""",DT_BF16;DT_BF16;DT_BF16;DT_UNDEFINED;INT8;INT64;INT64;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;INT32;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED;DT_UNDEFINED,ND;ND;ND;NULL;ND;ND;ND;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ND;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL,"""1,8,256;""",DT_BF16;FLOAT,ND;ND,0,10.91,360028,0.016,0.002,3.43,0.314,0.024,0.002,0.209,0.019,0.044,0.004,0.197,9.65,636918,0.052,0.005,3.591,0.372,0.751,0.078,0.025,0.003,0.227,58.719
0,4294967295,4494,47,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1774076409106968.480	,1.420,419.670000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943,1556,0.053,0.057,0.388,0.411,0.11,0.116,0.132,0.139,0.188,0.000
0,4294967295,4495,47,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1774076409107013.080	,1.360,43.080000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861,1421,0.053,0.062,0.398,0.462,0.106,0.123,0.137,0.159,0.188,0.000
0,0,0,64,Sigmoid_1c4543fdfe7149b6b0717bd88f061562_high_precision_210000000,Sigmoid,static,AI_VECTOR_CORE,1774076409107091.440	,1.640,77.140000,2,0,NO,"""1,2048""",DT_BF16,ND,"""1,2048""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.015,3350,0.169,0.167,0.217,0.213,0.124,0.122,0.133,0.131,0.216,0.000
0,0,1,64,Mul_ce3d1ff8ba23a0bcb292da3577c1625d_high_performance_210020000,Mul,static,AI_VECTOR_CORE,1774076409107093.100	,1.880,0.000000,2,0,NO,"""1,2048;1,2048""",DT_BF16;DT_BF16,ND;ND,"""1,2048""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263,4167,0.107,0.085,0.328,0.26,0.438,0.347,0.158,0.125,0.255,0.000
0,0,2,64,MatMulV2_ND_ND_FP16_FP16_false_true_all_98513,MatMulV2,static,AI_CORE,1774076409107095.000	,11.940,0.120000,16,0,NO,"""1,2048;1024,2048""",DT_BF16;DT_BF16,ND;ND,"""1,1024""",DT_BF16,ND,N/A,10.274,271227,0.912,0.089,5.371,0.523,1.833,0.178,4.721,0.46,0.124,0.012,0.042,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.836
0,0,3,64,Add_ce3d1ff8ba23a0bcb292da3577c1625d_high_performance_223000000,Add,static,AI_VECTOR_CORE,1774076409107106.960	,1.540,0.060000,1,0,NO,"""1024;""",DT_BF16;DT_BF16,ND;ND,"""1024""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.053,1737,0.099,0.094,0.373,0.354,0.349,0.332,0.147,0.14,0.171,0.000
0,0,4,64,AddRmsNormBias_352d2859a07d64c080e8dfc836d9897f_33,AddRmsNormBias,static,AI_VECTOR_CORE,1774076409107108.540	,2.420,0.000000,1,0,NO,"""1,1024;1,1024;1024;""",DT_BF16;DT_BF16;DT_BF16;DT_UNDEFINED,ND;ND;ND;NULL,"""1,1024;1,1;1,1024""",DT_BF16;FLOAT;DT_BF16,ND;ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917,3163,0.484,0.253,0.823,0.429,0.408,0.213,0.419,0.219,0.212,0.000
0,0,5,64,MatMulV2_ND_ND_FP16_FP16_false_true_all_98513,MatMulV2,static,AI_CORE,1774076409107110.980	,26.600,0.080000,19,0,NO,"""1,1024;7168,1024""",DT_BF16;DT_BF16,ND;ND,"""1,7168""",DT_BF16,ND,N/A,23.907,749488,1.529,0.064,7.444,0.311,4.617,0.193,20.663,0.864,0.406,0.017,0.006,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.383
0,0,6,64,SwiGlu_3_high_performance_27,SwiGlu,static,AI_VECTOR_CORE,1774076409107137.600	,3.200,0.000000,1,0,NO,"""1,7168""",DT_BF16,ND,"""1,3584""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.674,4412,0.621,0.232,1.593,0.596,0.495,0.185,0.153,0.057,0.175,0.000
0,0,7,64,MatMulV2_ND_ND_FP16_FP16_false_true_all_98513,MatMulV2,static,AI_CORE,1774076409107140.820	,17.240,0.050000,16,0,NO,"""1,3584;1024,3584""",DT_BF16;DT_BF16,ND;ND,"""1,1024""",DT_BF16,ND,N/A,15.711,414766,1.607,0.102,7.449,0.474,3.265,0.208,13.446,0.856,0.131,0.008,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.904
0,0,8,64,Add_ce3d1ff8ba23a0bcb292da3577c1625d_high_performance_223000000,Add,static,AI_VECTOR_CORE,1774076409107158.080	,1.540,0.010000,1,0,NO,"""1024;""",DT_BF16;DT_BF16,ND;ND,"""1024""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1683,0.099,0.097,0.356,0.349,0.347,0.34,0.135,0.133,0.167,0.000
0,0,9,64,AddRmsNormBias_352d2859a07d64c080e8dfc836d9897f_33,AddRmsNormBias,static,AI_VECTOR_CORE,1774076409107159.640	,2.040,0.210000,1,0,NO,"""1,1024;1,1024;1024;""",DT_BF16;DT_BF16;DT_BF16;DT_UNDEFINED,ND;ND;ND;NULL,"""1,1024;1,1;1,1024""",DT_BF16;FLOAT;DT_BF16,ND;ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.495,2466,0.476,0.318,0.733,0.491,0.356,0.238,0.39,0.261,0.19,0.000
0,4294967295,4498,47,aclnnIndex_IndexAiCore_Index,Index,dynamic,AI_VECTOR_CORE,1774076409107349.240	,16.700,187.460000,40,0,NO,"""1,1024;1;2;1""",DT_BF16;INT64;INT64;INT32,ND;ND;ND;ND,"""1,1024""",DT_BF16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.968,855898,0.008,0.001,3.166,0.244,3.074,0.237,0.004,0.0,0.301,0.000
0,4294967295,4499,47,aclnnMatmul_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1774076409107615.560	,683.940,249.550000,20,0,NO,"""1,1024;248320,1024""",DT_BF16;DT_BF16,ND;ND,"""1,248320""",DT_BF16,ND,N/A,671.371,22155243,50.322,0.075,158.468,0.236,142.816,0.213,665.445,0.991,7.257,0.011,0.001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.162
0,4294967295,4500,47,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1774076409108299.540	,12.480,0.060000,40,0,NO,"""1,248320""",DT_BF16,ND,"""1,248320""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.027,727754,0.083,0.008,2.7,0.245,1.926,0.175,2.301,0.209,0.186,0.000
0,4294967295,4501,47,aclnnArgMax_ArgMaxV2AiCore_ArgMaxV2,ArgMaxV2,dynamic,AI_VECTOR_CORE,1774076409108312.040	,32.500,0.020000,1,0,NO,"""1,248320;""",FLOAT;INT64,ND;ND,"""1""",INT32,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.941,52703,19.316,0.605,3.558,0.111,8.794,0.275,0.118,0.004,0.039,0.000
0,4294967295,4502,47,aclnnArgMax_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1774076409108344.560	,1.400,0.000000,1,0,NO,"""1""",INT32,ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821,1355,0.028,0.035,0.266,0.324,0.117,0.142,0.109,0.133,0.128,0.000
0,4294967295,4503,47,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1774076409108345.980	,1.880,0.100000,1,0,NO,"""1""",INT64,ND,"""1""",INT32,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291,2130,0.07,0.054,0.336,0.26,0.1,0.077,0.104,0.08,0.214,0.000
0,4294967295,4517,47,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1774076409112839.200	,1.380,4491.370000,1,0,NO,"""1;""",INT64;INT32,ND;ND,"""1""",INT32,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877,1447,0.008,0.01,0.322,0.367,0.098,0.111,0.081,0.093,0.193,0.000
0,4294967295,4520,47,aclnnSubs_SubAiCore_Sub,Sub,dynamic,AI_VECTOR_CORE,1774076409113379.060	,1.560,538.370000,1,0,NO,"""1;""",INT32;INT32,ND;ND,"""1""",INT32,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.069,1764,0.028,0.026,0.418,0.391,0.222,0.208,0.13,0.121,0.194,0.000
0,4294967295,4522,47,aclnnSub_SubAiCore_Sub,Sub,dynamic,AI_VECTOR_CORE,1774076409114422.880	,1.240,1042.440000,1,0,NO,"""1;1""",INT32;INT32,ND;ND,"""1""",INT32,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718,1184,0.028,0.039,0.288,0.401,0.157,0.219,0.078,0.109,0.143,0.000
0,4294967295,4523,47,aclnnSub_SubAiCore_Sub,Sub,dynamic,AI_VECTOR_CORE,1774076409114447.700	,1.560,23.510000,1,0,NO,"""1;1""",INT32;INT32,ND;ND,"""1""",INT32,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032,1703,0.028,0.027,0.436,0.423,0.322,0.312,0.08,0.078,0.139,0.000
0,4294967295,4524,47,aclnnSub_SubAiCore_Sub,Sub,dynamic,AI_VECTOR_CORE,1774076409114775.720	,1.300,326.440000,1,0,NO,"""1;1""",INT32;INT32,ND;ND,"""1""",INT32,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756,1248,0.028,0.037,0.279,0.369,0.185,0.244,0.096,0.127,0.141,0.000
